study_id,StudyClass,Treatment Focus (Study level),Total N Randomized (Study level),Outcome,Outcome Measure,Comparison,NCPTSD Treatment Names,Assessment Point Category,Assessment Point,Analysis Type,Effect Size 1 Detail,Effect Size 1 Type,Effect Size 1 Value,Effect Size 1 Type of Variance Measure,Effect Size 1 Variance Value or Lower Bound,Effect Size 1 Variance Upper Bound,Effect Size 1 p value,Effect Size 2 Detail,Effect Size 2 Type,Effect Size 2 Value,Effect Size 2 Type of Variance Measure,Effect Size 2 Variance Value or Lower Bound,Effect Size 2 Variance Upper Bound,Effect Size 2 p value,Military Status (Study level),Active Duty Military (Study level),Veteran Percent (Study level),Community Percent (Study level),Female Percent (Study level),Female Percent Detail  (Study level),Male Percent (Study level),Trauma Type (Study level),Trauma Detail (Study level),Risk of Bias Rating (Study level),Citation,PTSDPubs ID,Year Added to PTSD-Repository
sannibale2013_SADQC_AvsB_20_ITT_1,Psychotherapy,PTSD+SUD,62,Substance Use,SADQ-C,A vs B,Integrated cognitive behavioral therapy for PTSD and AUD vs Cognitive behavioral therapy (CBT) for alcohol use,Assessment at 3 to <6 Months,20,ITT,Treatment x Time interaction,,,,,,p=0.008,,,,,,,,Community,0,0,1,0.5323,,0.4677,Mixed,"child physical abuse, child sexual abuse, rape/sexual assault, community/school violence, intimate partner violence, accidents, other (""witnessed injury/killing/mutilation"", ""news of someone close"", ""danger of losing life/other"")",Medium,"Sannibale C, Teesson M, Creamer MC, et al. Randomized controlled trial of cognitive behaviour therapy for comorbid post-traumatic stress disorder and alcohol use disorders. Addiction. 2013 Aug;108(8):1397-410. doi: 10.1111/add.12167. PMID: 25328957.",40190,2020
sannibale2013_SADQC_AvsB_39_ITT_1,Psychotherapy,PTSD+SUD,62,Substance Use,SADQ-C,A vs B,Integrated cognitive behavioral therapy for PTSD and AUD vs Cognitive behavioral therapy (CBT) for alcohol use,Assessment at 6 to <12 Months,39,ITT,Treatment x Time interaction,,,,,,p=0.746,,,,,,,,Community,0,0,1,0.5323,,0.4677,Mixed,"child physical abuse, child sexual abuse, rape/sexual assault, community/school violence, intimate partner violence, accidents, other (""witnessed injury/killing/mutilation"", ""news of someone close"", ""danger of losing life/other"")",Medium,"Sannibale C, Teesson M, Creamer MC, et al. Randomized controlled trial of cognitive behaviour therapy for comorbid post-traumatic stress disorder and alcohol use disorders. Addiction. 2013 Aug;108(8):1397-410. doi: 10.1111/add.12167. PMID: 25328957.",40190,2020
sannibale2013_SIP_AvsB_0_ITT_1,Psychotherapy,PTSD+SUD,62,Substance Use,SIP,A vs B,Integrated cognitive behavioral therapy for PTSD and AUD vs Cognitive behavioral therapy (CBT) for alcohol use,End of Treatment,0,ITT,Treatment x Time interaction,,,,,,p=0.164,,,,,,,,Community,0,0,1,0.5323,,0.4677,Mixed,"child physical abuse, child sexual abuse, rape/sexual assault, community/school violence, intimate partner violence, accidents, other (""witnessed injury/killing/mutilation"", ""news of someone close"", ""danger of losing life/other"")",Medium,"Sannibale C, Teesson M, Creamer MC, et al. Randomized controlled trial of cognitive behaviour therapy for comorbid post-traumatic stress disorder and alcohol use disorders. Addiction. 2013 Aug;108(8):1397-410. doi: 10.1111/add.12167. PMID: 25328957.",40190,2020
sannibale2013_SIP_AvsB_20_ITT_1,Psychotherapy,PTSD+SUD,62,Substance Use,SIP,A vs B,Integrated cognitive behavioral therapy for PTSD and AUD vs Cognitive behavioral therapy (CBT) for alcohol use,Assessment at 3 to <6 Months,20,ITT,Treatment x Time interaction,,,,,,p=0.002,,,,,,,,Community,0,0,1,0.5323,,0.4677,Mixed,"child physical abuse, child sexual abuse, rape/sexual assault, community/school violence, intimate partner violence, accidents, other (""witnessed injury/killing/mutilation"", ""news of someone close"", ""danger of losing life/other"")",Medium,"Sannibale C, Teesson M, Creamer MC, et al. Randomized controlled trial of cognitive behaviour therapy for comorbid post-traumatic stress disorder and alcohol use disorders. Addiction. 2013 Aug;108(8):1397-410. doi: 10.1111/add.12167. PMID: 25328957.",40190,2020
sannibale2013_SIP_AvsB_39_ITT_1,Psychotherapy,PTSD+SUD,62,Substance Use,SIP,A vs B,Integrated cognitive behavioral therapy for PTSD and AUD vs Cognitive behavioral therapy (CBT) for alcohol use,Assessment at 6 to <12 Months,39,ITT,Treatment x Time interaction,,,,,,p=0.010,,,,,,,,Community,0,0,1,0.5323,,0.4677,Mixed,"child physical abuse, child sexual abuse, rape/sexual assault, community/school violence, intimate partner violence, accidents, other (""witnessed injury/killing/mutilation"", ""news of someone close"", ""danger of losing life/other"")",Medium,"Sannibale C, Teesson M, Creamer MC, et al. Randomized controlled trial of cognitive behaviour therapy for comorbid post-traumatic stress disorder and alcohol use disorders. Addiction. 2013 Aug;108(8):1397-410. doi: 10.1111/add.12167. PMID: 25328957.",40190,2020
sannibale2013_STAIS_AvsB_39_ITT_1,Psychotherapy,PTSD+SUD,62,Anxiety,STAI-S,A vs B,Integrated cognitive behavioral therapy for PTSD and AUD vs Cognitive behavioral therapy (CBT) for alcohol use,Assessment at 6 to <12 Months,39,ITT,Treatment effect,,,,,,p=0.923,,,,,,,,Community,0,0,1,0.5323,,0.4677,Mixed,"child physical abuse, child sexual abuse, rape/sexual assault, community/school violence, intimate partner violence, accidents, other (""witnessed injury/killing/mutilation"", ""news of someone close"", ""danger of losing life/other"")",Medium,"Sannibale C, Teesson M, Creamer MC, et al. Randomized controlled trial of cognitive behaviour therapy for comorbid post-traumatic stress disorder and alcohol use disorders. Addiction. 2013 Aug;108(8):1397-410. doi: 10.1111/add.12167. PMID: 25328957.",40190,2020
santarnecchi2019_WAS_AvsB_0_Comp_1,Psychotherapy,PTSD,37,Functioning,WAS,A vs B,Trauma-focused cognitive behavioral therapy (TF-CBT) vs Eye Movement Desensitization and Reprocessing (EMDR),End of Treatment,0,Completer,Group x Time interaction,,,,,,p=0.039,,,,,,,,Community,0,0,1,0.3871,,0.6129,Natural or manmade disasters,,High,"Santarnecchi E, Bossini L, Vatti G, et al. Psychological and brain connectivity changes following trauma-focused CBT and EMDR treatment in single-episode PTSD patients. Front Psychol. 2019;10:129. doi: 10.3389/fpsyg.2019.00129. PMID: 30858808.",52130,2020
sautter2015_CESD_AvsBPartner_12_ITT_1,Psychotherapy,PTSD,114,Depression,CES-D,A vs B - Partner,Structured Approach Therapy vs PTSD Family Education - Partner,Assessment at 3 to <6 Months,12,ITT,Treatment x Time interaction,,,,,,p=0.79,,,,,,,,Veteran,,1,,,"Veterans: 1.75%
Partners: 98.25%",,,,Medium,"Sautter FJ, Glynn SM, Cretu JB, et al. Efficacy of structured approach therapy in reducing PTSD in returning veterans: A randomized clinical trial. Psychol Serv. 2015 Aug;12(3):199-212. doi: 10.1037/ser0000032. PMID: 26213789.",44509,2019
sautter2015_CESD_AvsBVeteran_0_ITT_1,Psychotherapy,PTSD,114,Depression,CES-D,A vs B - Veteran,Structured Approach Therapy vs PTSD Family Education - Veteran,End of Treatment,0,ITT,Treatment x Time interaction,,,,,,p=0.15,,,,,,,,Veteran,,1,,,"Veterans: 1.75%
Partners: 98.25%",,,,Medium,"Sautter FJ, Glynn SM, Cretu JB, et al. Efficacy of structured approach therapy in reducing PTSD in returning veterans: A randomized clinical trial. Psychol Serv. 2015 Aug;12(3):199-212. doi: 10.1037/ser0000032. PMID: 26213789.",44509,2019
sautter2015_CESD_AvsBVeteran_12_ITT_1,Psychotherapy,PTSD,114,Depression,CES-D,A vs B - Veteran,Structured Approach Therapy vs PTSD Family Education - Veteran,Assessment at 3 to <6 Months,12,ITT,Treatment x Time interaction,,,,,,p=0.04,,,,,,,,Veteran,,1,,,"Veterans: 1.75%
Partners: 98.25%",,,,Medium,"Sautter FJ, Glynn SM, Cretu JB, et al. Efficacy of structured approach therapy in reducing PTSD in returning veterans: A randomized clinical trial. Psychol Serv. 2015 Aug;12(3):199-212. doi: 10.1037/ser0000032. PMID: 26213789.",44509,2019
sautter2015_DyadicAdjus_AvsBPartner_0_ITT_1,Psychotherapy,PTSD,114,Functioning,Dyadic Adjustment Scale,A vs B - Partner,Structured Approach Therapy vs PTSD Family Education - Partner,End of Treatment,0,ITT,Treatment x Time interaction,,,,,,p=0.16,,,,,,,,Veteran,,1,,,"Veterans: 1.75%
Partners: 98.25%",,,,Medium,"Sautter FJ, Glynn SM, Cretu JB, et al. Efficacy of structured approach therapy in reducing PTSD in returning veterans: A randomized clinical trial. Psychol Serv. 2015 Aug;12(3):199-212. doi: 10.1037/ser0000032. PMID: 26213789.",44509,2019
sautter2015_DyadicAdjus_AvsBPartner_12_ITT_1,Psychotherapy,PTSD,114,Functioning,Dyadic Adjustment Scale,A vs B - Partner,Structured Approach Therapy vs PTSD Family Education - Partner,Assessment at 3 to <6 Months,12,ITT,Treatment x Time interaction,,,,,,p=0.79,,,,,,,,Veteran,,1,,,"Veterans: 1.75%
Partners: 98.25%",,,,Medium,"Sautter FJ, Glynn SM, Cretu JB, et al. Efficacy of structured approach therapy in reducing PTSD in returning veterans: A randomized clinical trial. Psychol Serv. 2015 Aug;12(3):199-212. doi: 10.1037/ser0000032. PMID: 26213789.",44509,2019
sautter2015_DyadicAdjus_AvsBVeteran_0_ITT_1,Psychotherapy,PTSD,114,Functioning,Dyadic Adjustment Scale,A vs B - Veteran,Structured Approach Therapy vs PTSD Family Education - Veteran,End of Treatment,0,ITT,Treatment x Time interaction,,,,,,p=0.007,,,,,,,,Veteran,,1,,,"Veterans: 1.75%
Partners: 98.25%",,,,Medium,"Sautter FJ, Glynn SM, Cretu JB, et al. Efficacy of structured approach therapy in reducing PTSD in returning veterans: A randomized clinical trial. Psychol Serv. 2015 Aug;12(3):199-212. doi: 10.1037/ser0000032. PMID: 26213789.",44509,2019
sautter2015_DyadicAdjus_AvsBVeteran_12_ITT_1,Psychotherapy,PTSD,114,Functioning,Dyadic Adjustment Scale,A vs B - Veteran,Structured Approach Therapy vs PTSD Family Education - Veteran,Assessment at 3 to <6 Months,12,ITT,Treatment x Time interaction,,,,,,p=0.003,,,,,,,,Veteran,,1,,,"Veterans: 1.75%
Partners: 98.25%",,,,Medium,"Sautter FJ, Glynn SM, Cretu JB, et al. Efficacy of structured approach therapy in reducing PTSD in returning veterans: A randomized clinical trial. Psychol Serv. 2015 Aug;12(3):199-212. doi: 10.1037/ser0000032. PMID: 26213789.",44509,2019
sautter2015_ECRRAnxi_AvsBPartner_0_ITT_1,Psychotherapy,PTSD,114,Anxiety,ECR-R - Anxiety,A vs B - Partner,Structured Approach Therapy vs PTSD Family Education - Partner,End of Treatment,0,ITT,Treatment x Time interaction,,,,,,p=0.04,,,,,,,,Veteran,,1,,,"Veterans: 1.75%
Partners: 98.25%",,,,Medium,"Sautter FJ, Glynn SM, Cretu JB, et al. Efficacy of structured approach therapy in reducing PTSD in returning veterans: A randomized clinical trial. Psychol Serv. 2015 Aug;12(3):199-212. doi: 10.1037/ser0000032. PMID: 26213789.",44509,2019
sautter2015_ECRRAnxi_AvsBPartner_12_ITT_1,Psychotherapy,PTSD,114,Anxiety,ECR-R - Anxiety,A vs B - Partner,Structured Approach Therapy vs PTSD Family Education - Partner,Assessment at 3 to <6 Months,12,ITT,Treatment x Time interaction,,,,,,p=0.02,,,,,,,,Veteran,,1,,,"Veterans: 1.75%
Partners: 98.25%",,,,Medium,"Sautter FJ, Glynn SM, Cretu JB, et al. Efficacy of structured approach therapy in reducing PTSD in returning veterans: A randomized clinical trial. Psychol Serv. 2015 Aug;12(3):199-212. doi: 10.1037/ser0000032. PMID: 26213789.",44509,2019
sautter2015_ECRRAnxi_AvsBVeteran_0_ITT_1,Psychotherapy,PTSD,114,Anxiety,ECR-R - Anxiety,A vs B - Veteran,Structured Approach Therapy vs PTSD Family Education - Veteran,End of Treatment,0,ITT,Treatment x Time interaction,,,,,,p=0.13,,,,,,,,Veteran,,1,,,"Veterans: 1.75%
Partners: 98.25%",,,,Medium,"Sautter FJ, Glynn SM, Cretu JB, et al. Efficacy of structured approach therapy in reducing PTSD in returning veterans: A randomized clinical trial. Psychol Serv. 2015 Aug;12(3):199-212. doi: 10.1037/ser0000032. PMID: 26213789.",44509,2019
sautter2015_ECRRAnxi_AvsBVeteran_12_ITT_1,Psychotherapy,PTSD,114,Anxiety,ECR-R - Anxiety,A vs B - Veteran,Structured Approach Therapy vs PTSD Family Education - Veteran,Assessment at 3 to <6 Months,12,ITT,Treatment x Time interaction,,,,,,p=0.09,,,,,,,,Veteran,,1,,,"Veterans: 1.75%
Partners: 98.25%",,,,Medium,"Sautter FJ, Glynn SM, Cretu JB, et al. Efficacy of structured approach therapy in reducing PTSD in returning veterans: A randomized clinical trial. Psychol Serv. 2015 Aug;12(3):199-212. doi: 10.1037/ser0000032. PMID: 26213789.",44509,2019
sautter2015_STAIS_AvsBPartner_0_ITT_1,Psychotherapy,PTSD,114,Anxiety,STAI-S,A vs B - Partner,Structured Approach Therapy vs PTSD Family Education - Partner,End of Treatment,0,ITT,Treatment x Time interaction,,,,,,p=0.78,,,,,,,,Veteran,,1,,,"Veterans: 1.75%
Partners: 98.25%",,,,Medium,"Sautter FJ, Glynn SM, Cretu JB, et al. Efficacy of structured approach therapy in reducing PTSD in returning veterans: A randomized clinical trial. Psychol Serv. 2015 Aug;12(3):199-212. doi: 10.1037/ser0000032. PMID: 26213789.",44509,2019
sautter2015_STAIS_AvsBPartner_12_ITT_1,Psychotherapy,PTSD,114,Anxiety,STAI-S,A vs B - Partner,Structured Approach Therapy vs PTSD Family Education - Partner,Assessment at 3 to <6 Months,12,ITT,Treatment x Time interaction,,,,,,p=0.30,,,,,,,,Veteran,,1,,,"Veterans: 1.75%
Partners: 98.25%",,,,Medium,"Sautter FJ, Glynn SM, Cretu JB, et al. Efficacy of structured approach therapy in reducing PTSD in returning veterans: A randomized clinical trial. Psychol Serv. 2015 Aug;12(3):199-212. doi: 10.1037/ser0000032. PMID: 26213789.",44509,2019
sautter2015_STAIS_AvsBVeteran_0_ITT_1,Psychotherapy,PTSD,114,Anxiety,STAI-S,A vs B - Veteran,Structured Approach Therapy vs PTSD Family Education - Veteran,End of Treatment,0,ITT,Treatment x Time interaction,,,,,,p=0.039,,,,,,,,Veteran,,1,,,"Veterans: 1.75%
Partners: 98.25%",,,,Medium,"Sautter FJ, Glynn SM, Cretu JB, et al. Efficacy of structured approach therapy in reducing PTSD in returning veterans: A randomized clinical trial. Psychol Serv. 2015 Aug;12(3):199-212. doi: 10.1037/ser0000032. PMID: 26213789.",44509,2019
sautter2015_STAIS_AvsBVeteran_12_ITT_1,Psychotherapy,PTSD,114,Anxiety,STAI-S,A vs B - Veteran,Structured Approach Therapy vs PTSD Family Education - Veteran,Assessment at 3 to <6 Months,12,ITT,Treatment x Time interaction,,,,,,p=0.008,,,,,,,,Veteran,,1,,,"Veterans: 1.75%
Partners: 98.25%",,,,Medium,"Sautter FJ, Glynn SM, Cretu JB, et al. Efficacy of structured approach therapy in reducing PTSD in returning veterans: A randomized clinical trial. Psychol Serv. 2015 Aug;12(3):199-212. doi: 10.1037/ser0000032. PMID: 26213789.",44509,2019
schacht2017_ASI_AvsB_12_ITT_1,Psychotherapy,PTSD,58,Substance Use,ASI,A vs B,Prolonged Exposure (PE) vs Prolonged Exposure (PE),Assessment at 3 to <6 Months,12,ITT,,,,,,,p=NS,Treatment x Time interaction,,,,,,p=NS,Community,,,1,0.7931,,0.2069,Mixed,"child sexual assault, child physical assault, intimate partner violence, other (unexpected death of loved one)",Medium,"Schacht RL, Brooner RK, King VL, et al. Incentivizing attendance to prolonged exposure for PTSD with opioid use disorder patients: a randomized controlled trial. J Consult Clin Psychol. 2017 Jul;85(7):689-701. doi: 10.1037/ccp0000208. PMID: 28414485",47904,2019
schacht2017_QLESQ_AvsB_12_ITT_1,Psychotherapy,PTSD,58,Quality of Life,Q-LES-Q,A vs B,Prolonged Exposure (PE) vs Prolonged Exposure (PE),Assessment at 3 to <6 Months,12,ITT,Treatment x Time interaction,OR,-0.28,95% CI,-2.7,2.14,p>0.05,,,,,,,,Community,,,1,0.7931,,0.2069,Mixed,"child sexual assault, child physical assault, intimate partner violence, other (unexpected death of loved one)",Medium,"Schacht RL, Brooner RK, King VL, et al. Incentivizing attendance to prolonged exposure for PTSD with opioid use disorder patients: a randomized controlled trial. J Consult Clin Psychol. 2017 Jul;85(7):689-701. doi: 10.1037/ccp0000208. PMID: 28414485",47904,2019
schneier2012_HAMD_AvsB_0_ITT_1,Mixed: Psychotherapy & pharmacotherapy,PTSD,37,Depression,HAM-D,A vs B,Prolonged Exposure (PE) + paroxetine vs Prolonged Exposure (PE) + placebo,End of Treatment,0,ITT,Week 5 and 10,Incidence rate ratio,0.74,95% CI,0.5,1.11,p=0.14,,,,,,,,Community,,,1,0.5405,,0.4595,Terrorism/political violence/forced displacement,,Medium,"Schneier FR, Neria Y, Pavlicova M, et al. Combined prolonged exposure therapy and paroxetine for PTSD related to the World Trade Center attack: a randomized controlled trial. Am J Psychiatry. 2012 Jan;169(1):80-8. doi: 10.1176/appi.ajp.2011.11020321. PMID: 21908494.",37261,2019
schneier2012_QLESQ_AvsB_0_ITT_1,Mixed: Psychotherapy & pharmacotherapy,PTSD,37,Quality of Life,Q-LES-Q,A vs B,Prolonged Exposure (PE) + paroxetine vs Prolonged Exposure (PE) + placebo,End of Treatment,0,ITT,Week 5 and 10,Incidence rate ratio,1.4,95% CI,1.1,1.82,p=0.02,Time x Treatment interaction,,,,,,p=0.06,Community,,,1,0.5405,,0.4595,Terrorism/political violence/forced displacement,,Medium,"Schneier FR, Neria Y, Pavlicova M, et al. Combined prolonged exposure therapy and paroxetine for PTSD related to the World Trade Center attack: a randomized controlled trial. Am J Psychiatry. 2012 Jan;169(1):80-8. doi: 10.1176/appi.ajp.2011.11020321. PMID: 21908494.",37261,2019
schneier2015_ASEX_AvsB_0_NA_1,Pharmacotherapy,PTSD,38,Functioning,ASEX,A vs B,Mirtazapine vs Placebo,End of Treatment,0,,,Cohen's d,0.1,,,,p=0.65,,,,,,,,Community,,,1,0.6389,,0.3611,Mixed,"rape/sexual assault, community/school violence",Medium,"Schneier FR, Campeas R, Carcamo J, et al. Combined mirtazapine and SSRI treatment of PTSD: a placebo-controlled trial. Depress Anxiety. 2015 Aug;32(8):570-9. doi: 10.1002/da.22384. PMID: 26115513.",44165,2019
schneier2015_HAMD_AvsB_0_NA_1,Pharmacotherapy,PTSD,38,Depression,HAM-D,A vs B,Mirtazapine vs Placebo,End of Treatment,0,,,Cohen's d,-0.63,95% CI,-1.17,-0.09,p=0.023,,,,,,,,Community,,,1,0.6389,,0.3611,Mixed,"rape/sexual assault, community/school violence",Medium,"Schneier FR, Campeas R, Carcamo J, et al. Combined mirtazapine and SSRI treatment of PTSD: a placebo-controlled trial. Depress Anxiety. 2015 Aug;32(8):570-9. doi: 10.1002/da.22384. PMID: 26115513.",44165,2019
schneier2015_PSQIGloba_AvsB_0_NA_1,Pharmacotherapy,PTSD,38,Sleep,PSQI - Global,A vs B,Mirtazapine vs Placebo,End of Treatment,0,,,Cohen's d,-0.46,95% CI,-1.17,0.25,p=0.21,,,,,,,,Community,,,1,0.6389,,0.3611,Mixed,"rape/sexual assault, community/school violence",Medium,"Schneier FR, Campeas R, Carcamo J, et al. Combined mirtazapine and SSRI treatment of PTSD: a placebo-controlled trial. Depress Anxiety. 2015 Aug;32(8):570-9. doi: 10.1002/da.22384. PMID: 26115513.",44165,2019
schneier2015_QLESQ_AvsB_0_NA_1,Pharmacotherapy,PTSD,38,Quality of Life,Q-LES-Q,A vs B,Mirtazapine vs Placebo,End of Treatment,0,,,Cohen's d,0.26,95% CI,-0.48,1.01,p=0.49,,,,,,,,Community,,,1,0.6389,,0.3611,Mixed,"rape/sexual assault, community/school violence",Medium,"Schneier FR, Campeas R, Carcamo J, et al. Combined mirtazapine and SSRI treatment of PTSD: a placebo-controlled trial. Depress Anxiety. 2015 Aug;32(8):570-9. doi: 10.1002/da.22384. PMID: 26115513.",44165,2019
schneier2015_SF12Ment_AvsB_0_NA_1,Pharmacotherapy,PTSD,38,Functioning,SF-12 - Mental,A vs B,Mirtazapine vs Placebo,End of Treatment,0,,,Cohen's d,0.46,95% CI,-0.13,1.04,p=0.13,,,,,,,,Community,,,1,0.6389,,0.3611,Mixed,"rape/sexual assault, community/school violence",Medium,"Schneier FR, Campeas R, Carcamo J, et al. Combined mirtazapine and SSRI treatment of PTSD: a placebo-controlled trial. Depress Anxiety. 2015 Aug;32(8):570-9. doi: 10.1002/da.22384. PMID: 26115513.",44165,2019
